index,Lever position (Lp),Ship speed (V) [knots],Gas Turbine shaft torque (GTT) [kN/m],Gas Turbine revolutions (GTn) [rpm],Gas Generator revolutions (GGn) [rpm],Starboard Propeller Torque (Ts) [kN/m],Port Propeller Torque (Tp) [kN/m],HP Turbine exit temperature (T48) [°C],Compressor inlet air temperature (T1) [°C],Compressor outlet air temperature (T2) [°C],HP Turbine exit pressure (P48) [bar],Compressor inlet air pressure (P1) [bar],Compressor outlet air pressure (P2) [bar],Exhaust gas pressure [bar],Turbine Injection Control (TIC) [%],Fuel flow (mf) [kg/s],Compressor decay coefficient,Turbine decay coefficient,Temp_ratio_T48_P48,Temp_ratio_T1_P1,Temp_ratio_T2_P2,Torque_diff,RPM_ratio_GTn_GGn,Fuel_per_RPM,Total_Prop_Torque,Power_Proxy_kW,Total_decay_score
115,6.15,18.0,30137.45,2303.23,8828.34,251.25,251.25,783.01,288.0,671.68,2.51,1.0,13.24,1.03,35.16,0.7,0.95,0.99,311.96,288.0,50.73,0.0,0.26,0.0,502.5,7268962.52,0.06
116,7.18,21.0,39923.77,2690.99,9100.72,338.82,338.82,856.36,288.0,703.81,3.01,1.0,15.68,1.04,47.03,0.93,0.95,0.99,284.5,288.0,44.89,0.0,0.3,0.0,677.64,11250510.95,0.06
117,8.22,24.0,54249.27,3108.71,9416.38,471.75,471.75,962.38,288.0,741.71,3.67,1.0,18.78,1.04,65.68,1.3,0.95,0.99,262.23,288.0,39.49,0.0,0.33,0.0,943.5,17660489.09,0.06
118,6.21,18.0,43527.0,2660.63,8606.03,363.28,363.28,902.17,288.0,701.75,3.12,1.0,15.99,1.04,59.24,1.12,0.95,0.99,289.16,288.0,43.89,0.0,0.31,0.0,726.56,12127515.46,0.06
119,4.18,12.0,28584.44,2082.4,7780.84,225.25,225.25,792.11,288.0,647.29,2.36,1.0,12.21,1.03,45.92,0.8,0.95,0.99,335.64,288.0,53.01,0.0,0.27,0.0,450.5,6233363.61,0.06
120,2.12,6.0,7120.31,1357.85,6900.09,30.35,30.35,622.19,288.0,580.03,1.33,1.0,7.21,1.02,19.85,0.28,0.95,0.99,467.81,288.0,80.45,0.0,0.2,0.0,60.7,1012463.36,0.06
121,3.13,9.0,9758.64,1429.06,7270.58,66.04,66.04,618.25,288.0,591.27,1.45,1.0,7.8,1.02,17.17,0.29,0.95,0.99,426.38,288.0,75.8,0.0,0.2,0.0,132.08,1460388.41,0.06
122,4.15,12.0,14914.94,1619.52,7823.69,116.49,116.49,654.63,288.0,613.55,1.71,1.0,9.14,1.02,18.61,0.37,0.95,0.99,382.82,288.0,67.13,0.0,0.21,0.0,232.98,2529510.25,0.06
123,5.16,15.0,22053.67,1926.36,8389.14,178.47,178.47,718.17,288.0,642.83,2.08,1.0,11.04,1.03,26.0,0.52,0.95,0.99,345.27,288.0,58.23,0.0,0.23,0.0,356.94,4448841.58,0.06
124,6.15,18.0,30137.51,2303.23,8829.16,251.25,251.25,781.98,288.0,671.49,2.51,1.0,13.23,1.03,35.1,0.7,0.95,0.99,311.55,288.0,50.76,0.0,0.26,0.0,502.5,7268976.99,0.06
125,7.18,21.0,39923.73,2690.99,9101.35,338.86,338.86,855.32,288.0,703.63,3.01,1.0,15.66,1.04,46.94,0.93,0.95,0.99,284.16,288.0,44.93,0.0,0.3,0.0,677.72,11250499.68,0.06
126,8.22,24.0,54249.35,3108.71,9416.91,471.77,471.77,961.41,288.0,741.56,3.67,1.0,18.76,1.04,65.63,1.3,0.95,0.99,261.96,288.0,39.53,0.0,0.33,0.0,943.54,17660515.13,0.06
127,6.21,18.0,42888.07,2653.6,8602.32,362.92,362.92,886.09,288.0,699.18,3.1,1.0,15.86,1.04,61.74,1.1,0.95,0.99,285.84,288.0,44.08,0.0,0.31,0.0,725.84,11917923.12,0.06
128,4.18,12.0,27843.66,2074.34,7777.22,224.67,224.67,773.65,288.0,644.31,2.34,1.0,12.07,1.03,48.75,0.78,0.95,0.99,330.62,288.0,53.38,0.0,0.27,0.0,449.34,6048321.69,0.06
129,2.12,6.0,6379.36,1349.79,6897.08,29.78,29.78,603.75,288.0,577.04,1.31,1.0,7.07,1.02,22.67,0.26,0.95,0.99,460.88,288.0,81.62,0.0,0.2,0.0,59.56,901720.48,0.06
130,3.13,9.0,9656.82,1428.03,7272.33,65.85,65.85,614.97,288.0,590.71,1.44,1.0,7.78,1.02,17.45,0.28,0.95,0.99,427.06,288.0,75.93,0.0,0.2,0.0,131.7,1444109.37,0.06
131,4.15,12.0,14915.03,1619.53,7825.54,116.51,116.51,653.74,288.0,613.39,1.71,1.0,9.13,1.02,18.57,0.37,0.95,0.99,382.3,288.0,67.18,0.0,0.21,0.0,233.02,2529541.14,0.06
132,5.16,15.0,22053.82,1926.36,8390.47,178.49,178.49,717.19,288.0,642.65,2.07,1.0,11.03,1.03,25.95,0.51,0.95,0.99,346.47,288.0,58.26,0.0,0.23,0.0,356.98,4448871.84,0.06
133,6.15,18.0,30137.5,2303.22,8829.97,251.24,251.24,780.95,288.0,671.3,2.51,1.0,13.21,1.03,35.03,0.69,0.95,0.99,311.14,288.0,50.82,0.0,0.26,0.0,502.48,7268943.02,0.06
134,7.18,21.0,39923.66,2690.99,9101.99,338.84,338.84,854.28,288.0,703.44,3.01,1.0,15.65,1.04,46.86,0.93,0.95,0.99,283.81,288.0,44.95,0.0,0.3,0.0,677.68,11250479.96,0.06
135,8.22,24.0,54249.26,3108.71,9417.44,471.75,471.75,960.44,288.0,741.4,3.67,1.0,18.73,1.04,65.57,1.3,0.95,0.99,261.7,288.0,39.58,0.0,0.33,0.0,943.5,17660485.83,0.06
136,6.21,18.0,42495.78,2652.07,8602.16,362.84,362.84,874.62,288.0,697.4,3.09,1.0,15.77,1.04,61.78,1.08,0.95,0.99,283.05,288.0,44.22,0.0,0.31,0.0,725.68,11802103.15,0.06
137,4.18,12.0,27366.44,2072.14,7777.38,224.47,224.47,760.19,288.0,642.21,2.33,1.0,11.97,1.03,49.08,0.76,0.95,0.99,326.26,288.0,53.65,0.0,0.27,0.0,448.94,5938353.1,0.06
138,2.12,6.0,5902.1,1347.59,6897.87,29.58,29.58,590.3,288.0,574.94,1.29,1.0,6.98,1.02,22.98,0.25,0.95,0.99,457.6,288.0,82.37,0.0,0.2,0.0,59.16,832900.19,0.06
139,3.13,9.0,9571.91,1427.36,7274.32,65.74,65.74,612.07,288.0,590.24,1.44,1.0,7.75,1.02,17.68,0.28,0.95,0.99,425.05,288.0,76.16,0.0,0.2,0.0,131.48,1430740.09,0.06
140,4.15,12.0,14915.18,1619.53,7827.39,116.5,116.5,652.86,288.0,613.22,1.7,1.0,9.12,1.02,18.53,0.37,0.95,0.99,384.04,288.0,67.24,0.0,0.21,0.0,233.0,2529566.58,0.06
141,5.16,15.0,22054.02,1926.36,8391.79,178.49,178.49,716.22,288.0,642.46,2.07,1.0,11.02,1.03,25.89,0.51,0.95,0.99,346.0,288.0,58.3,0.0,0.23,0.0,356.98,4448912.19,0.06
142,6.15,18.0,30137.57,2303.22,8830.79,251.26,251.26,779.93,288.0,671.11,2.51,1.0,13.2,1.03,34.96,0.69,0.95,0.99,310.73,288.0,50.84,0.0,0.26,0.0,502.52,7268959.9,0.06
143,7.18,21.0,39923.61,2690.98,9102.62,338.83,338.83,853.24,288.0,703.26,3.0,1.0,15.63,1.04,46.78,0.93,0.95,0.99,284.41,288.0,44.99,0.0,0.3,0.0,677.66,11250424.06,0.06
144,8.22,24.0,54249.49,3108.71,9417.97,471.69,471.69,959.47,288.0,741.25,3.67,1.0,18.71,1.04,65.51,1.3,0.95,0.99,261.44,288.0,39.62,0.0,0.33,0.0,943.38,17660560.71,0.06
145,6.21,18.0,42137.27,2651.91,8602.89,362.76,362.76,863.39,288.0,695.67,3.07,1.0,15.69,1.04,61.5,1.07,0.95,0.99,281.23,288.0,44.34,0.0,0.31,0.0,725.52,11701830.25,0.06
146,4.18,12.0,27008.98,2072.0,7778.84,224.42,224.42,749.02,288.0,640.48,2.31,1.0,11.89,1.03,48.76,0.75,0.95,0.99,324.25,288.0,53.87,0.0,0.27,0.0,448.84,5860390.45,0.06
147,2.12,6.0,5544.29,1347.44,6899.95,29.57,29.57,579.16,288.0,573.21,1.28,1.0,6.91,1.02,22.66,0.23,0.95,0.99,452.47,288.0,82.95,0.0,0.2,0.0,59.14,782319.21,0.06
148,3.13,9.0,9573.03,1427.38,7276.72,65.74,65.74,611.24,288.0,590.08,1.44,1.0,7.75,1.02,17.59,0.28,0.95,0.99,424.47,288.0,76.14,0.0,0.2,0.0,131.48,1430927.55,0.06
149,4.15,12.0,14915.35,1619.53,7829.25,116.5,116.5,651.98,288.0,613.06,1.7,1.0,9.11,1.02,18.48,0.37,0.95,0.99,383.52,288.0,67.3,0.0,0.21,0.0,233.0,2529595.41,0.06
150,5.16,15.0,22054.23,1926.35,8393.13,178.47,178.47,715.25,288.0,642.28,2.07,1.0,11.0,1.03,25.84,0.51,0.95,0.99,345.53,288.0,58.39,0.0,0.23,0.0,356.94,4448931.46,0.06
151,6.15,18.0,30137.63,2303.22,8831.61,251.24,251.24,778.91,288.0,670.93,2.51,1.0,13.19,1.03,34.89,0.69,0.95,0.99,310.32,288.0,50.87,0.0,0.26,0.0,502.48,7268974.37,0.06
152,7.18,21.0,39923.55,2690.98,9103.25,338.83,338.83,852.2,288.0,703.08,3.0,1.0,15.61,1.04,46.7,0.92,0.95,0.99,284.07,288.0,45.04,0.0,0.3,0.0,677.66,11250407.15,0.06
153,8.22,24.0,54249.67,3108.71,9418.51,471.75,471.75,958.51,288.0,741.1,3.66,1.0,18.69,1.04,65.45,1.3,0.95,0.99,261.89,288.0,39.65,0.0,0.33,0.0,943.5,17660619.3,0.06
154,6.21,18.0,41839.96,2652.83,8604.29,362.85,362.85,853.01,288.0,694.15,3.06,1.0,15.61,1.04,60.36,1.06,0.95,0.99,278.76,288.0,44.47,0.0,0.31,0.0,725.7,11623296.03,0.06
155,4.18,12.0,26594.1,2072.35,7780.63,224.4,224.4,735.68,288.0,638.5,2.3,1.0,11.8,1.03,47.78,0.74,0.95,0.99,319.86,288.0,54.11,0.0,0.27,0.0,448.8,5771344.79,0.06
156,2.12,6.0,5129.14,1347.79,6902.36,29.51,29.51,565.83,288.0,571.22,1.27,1.0,6.82,1.02,21.66,0.22,0.95,0.99,445.54,288.0,83.76,0.0,0.2,0.0,59.02,723928.04,0.06
157,3.13,9.0,9455.43,1426.8,7278.77,65.63,65.63,607.39,288.0,589.47,1.44,1.0,7.72,1.02,17.68,0.28,0.95,0.99,421.8,288.0,76.36,0.0,0.2,0.0,131.26,1412775.0,0.06
158,4.15,12.0,14915.38,1619.53,7831.1,116.5,116.5,651.1,288.0,612.9,1.7,1.0,9.1,1.02,18.44,0.36,0.95,0.99,383.0,288.0,67.35,0.0,0.21,0.0,233.0,2529600.5,0.06
159,5.16,15.0,22054.32,1926.35,8394.45,178.48,178.48,714.27,288.0,642.09,2.07,1.0,10.99,1.03,25.78,0.51,0.95,0.99,345.06,288.0,58.42,0.0,0.23,0.0,356.96,4448949.61,0.06
160,6.15,18.0,30137.61,2303.22,8832.43,251.25,251.25,777.89,288.0,670.74,2.51,1.0,13.17,1.03,34.82,0.69,0.95,0.99,309.92,288.0,50.93,0.0,0.26,0.0,502.5,7268969.55,0.06
161,7.18,21.0,39923.48,2690.98,9103.88,338.8,338.8,851.17,288.0,702.9,3.0,1.0,15.59,1.04,46.62,0.92,0.95,0.99,283.72,288.0,45.09,0.0,0.3,0.0,677.6,11250387.42,0.06
162,8.22,24.0,54249.51,3108.71,9419.03,471.68,471.68,957.55,288.0,740.95,3.66,1.0,18.67,1.04,65.36,1.29,0.95,0.99,261.63,288.0,39.69,0.0,0.33,0.0,943.36,17660567.22,0.06
163,6.21,18.0,41434.6,2657.47,8607.87,363.03,363.03,836.45,288.0,691.84,3.05,1.0,15.51,1.04,56.99,1.04,0.95,0.99,274.25,288.0,44.61,0.0,0.31,0.0,726.06,11530818.58,0.06
164,4.18,12.0,26203.16,2077.04,7784.99,224.62,224.62,719.55,288.0,636.24,2.28,1.0,11.7,1.03,44.35,0.71,0.95,0.99,315.59,288.0,54.38,0.0,0.27,0.0,449.24,5699373.87,0.06
165,2.12,6.0,4738.23,1352.48,6907.34,29.76,29.76,549.73,288.0,568.95,1.25,1.0,6.74,1.02,18.25,0.2,0.95,0.99,439.78,288.0,84.41,0.0,0.2,0.0,59.52,671082.03,0.06
166,3.13,9.0,9469.89,1426.85,7281.21,65.64,65.64,606.92,288.0,589.36,1.44,1.0,7.71,1.02,17.57,0.28,0.95,0.99,421.47,288.0,76.44,0.0,0.2,0.0,131.28,1414985.12,0.06
167,4.15,12.0,14915.55,1619.53,7832.95,116.5,116.5,650.23,288.0,612.74,1.7,1.0,9.09,1.02,18.4,0.36,0.95,0.99,382.49,288.0,67.41,0.0,0.21,0.0,233.0,2529629.33,0.06
168,5.16,15.0,22054.48,1926.35,8395.78,178.48,178.48,713.31,288.0,641.91,2.07,1.0,10.98,1.03,25.72,0.51,0.95,0.99,344.59,288.0,58.46,0.0,0.23,0.0,356.96,4448981.89,0.06
169,6.15,18.0,30137.66,2303.22,8833.25,251.23,251.23,776.87,288.0,670.55,2.51,1.0,13.16,1.03,34.75,0.69,0.95,0.99,309.51,288.0,50.95,0.0,0.26,0.0,502.46,7268981.61,0.06
170,7.18,21.0,39923.4,2690.97,9104.51,338.78,338.78,850.14,288.0,702.72,3.0,1.0,15.58,1.04,46.53,0.92,0.95,0.99,283.38,288.0,45.1,0.0,0.3,0.0,677.56,11250323.07,0.06
171,8.22,24.0,54249.73,3108.71,9419.56,471.66,471.66,956.59,288.0,740.8,3.66,1.0,18.65,1.04,65.27,1.29,0.95,0.99,261.36,288.0,39.72,0.0,0.33,0.0,943.32,17660638.84,0.06
172,6.21,18.0,41359.8,2660.15,8610.67,363.18,363.18,831.47,288.0,691.15,3.04,1.0,15.47,1.04,55.4,1.03,0.95,0.99,273.51,288.0,44.68,0.0,0.31,0.0,726.36,11521610.1,0.06
173,4.18,12.0,26087.26,2079.55,7788.39,224.73,224.73,713.58,288.0,635.41,2.28,1.0,11.67,1.03,42.91,0.71,0.95,0.99,312.97,288.0,54.45,0.0,0.27,0.0,449.46,5681021.74,0.06
174,2.12,6.0,4622.02,1354.99,6911.37,29.88,29.88,543.78,288.0,568.12,1.25,1.0,6.7,1.02,16.84,0.19,0.95,0.99,435.02,288.0,84.79,0.0,0.2,0.0,59.76,655837.93,0.06
175,3.13,9.0,9428.8,1426.68,7283.47,65.61,65.61,605.04,288.0,589.07,1.44,1.0,7.7,1.02,17.66,0.27,0.95,0.99,420.17,288.0,76.5,0.0,0.2,0.0,131.22,1408677.62,0.06
176,4.15,12.0,14915.65,1619.53,7834.8,116.5,116.5,649.35,288.0,612.58,1.7,1.0,9.08,1.02,18.35,0.36,0.95,0.99,381.97,288.0,67.46,0.0,0.21,0.0,233.0,2529646.29,0.06
177,5.16,15.0,22054.65,1926.35,8397.11,178.47,178.47,712.34,288.0,641.72,2.07,1.0,10.97,1.03,25.67,0.51,0.95,0.99,344.13,288.0,58.5,0.0,0.23,0.0,356.94,4449016.18,0.06
178,6.15,18.0,30137.69,2303.22,8834.07,251.23,251.23,775.86,288.0,670.36,2.51,1.0,13.14,1.03,34.68,0.69,0.95,0.99,309.11,288.0,51.02,0.0,0.26,0.0,502.46,7268988.85,0.06
179,7.18,21.0,39923.32,2690.97,9105.14,338.82,338.82,849.11,288.0,702.55,3.0,1.0,15.56,1.04,46.45,0.92,0.95,0.99,283.04,288.0,45.15,0.0,0.3,0.0,677.64,11250300.53,0.06
180,8.22,24.0,54249.69,3108.71,9420.08,471.77,471.77,955.63,288.0,740.65,3.66,1.0,18.63,1.04,65.18,1.29,0.95,0.99,261.1,288.0,39.76,0.0,0.33,0.0,943.54,17660625.82,0.06
181,6.21,18.0,41362.79,2665.84,8615.53,363.59,363.59,827.71,288.0,690.99,3.04,1.0,15.46,1.04,51.92,1.02,0.95,0.99,272.27,288.0,44.7,0.0,0.31,0.0,727.18,11547089.27,0.06
182,4.18,12.0,26106.59,2085.29,7794.03,225.12,225.12,710.32,288.0,635.32,2.28,1.0,11.66,1.03,39.43,0.7,0.95,0.99,311.54,288.0,54.49,0.0,0.27,0.0,450.24,5700923.68,0.06
183,2.12,6.0,4641.27,1360.73,6917.64,30.2,30.2,540.54,288.0,568.02,1.25,1.0,6.7,1.02,13.38,0.18,0.95,1.0,432.43,288.0,84.78,0.0,0.2,0.0,60.4,661359.22,0.05
184,3.13,9.0,9445.16,1426.74,7285.92,65.62,65.62,604.66,288.0,588.98,1.44,1.0,7.69,1.02,17.62,0.27,0.95,1.0,419.9,288.0,76.59,0.0,0.2,0.0,131.24,1411181.18,0.05
185,4.15,12.0,14915.78,1619.53,7836.66,116.51,116.51,648.48,288.0,612.41,1.7,1.0,9.08,1.02,18.31,0.36,0.95,1.0,381.46,288.0,67.45,0.0,0.21,0.0,233.02,2529668.33,0.05
186,5.16,15.0,22054.79,1926.35,8398.44,178.51,178.51,711.38,288.0,641.54,2.07,1.0,10.96,1.03,25.61,0.51,0.95,1.0,343.66,288.0,58.53,0.0,0.23,0.0,357.02,4449044.42,0.05
187,6.15,18.0,30137.7,2303.22,8834.88,251.27,251.27,774.85,288.0,670.18,2.51,1.0,13.13,1.03,34.62,0.69,0.95,1.0,308.71,288.0,51.04,0.0,0.26,0.0,502.54,7268991.26,0.05
188,7.18,21.0,39922.96,2690.96,9105.78,338.85,338.85,848.08,288.0,702.37,3.0,1.0,15.54,1.04,46.37,0.92,0.95,1.0,282.69,288.0,45.2,0.0,0.3,0.0,677.7,11250157.27,0.05
189,8.22,24.0,54249.83,3108.71,9420.62,471.68,471.68,954.67,288.0,740.5,3.66,1.0,18.61,1.04,65.09,1.29,0.95,1.0,260.84,288.0,39.79,0.0,0.33,0.0,943.36,17660671.39,0.05
190,6.21,18.0,41423.99,2669.14,8618.98,363.68,363.68,828.14,288.0,691.23,3.04,1.0,15.45,1.04,50.33,1.02,0.95,1.0,272.41,288.0,44.74,0.0,0.31,0.0,727.36,11578489.33,0.05
191,4.18,12.0,26034.21,2088.19,7797.95,225.14,225.14,707.26,288.0,635.0,2.28,1.0,11.63,1.03,37.88,0.7,0.95,1.0,310.2,288.0,54.6,0.0,0.27,0.0,450.28,5693024.24,0.05
192,2.12,6.0,4568.35,1363.62,6922.18,30.31,30.31,537.5,288.0,567.7,1.25,1.0,6.68,1.02,11.85,0.18,0.95,1.0,430.0,288.0,84.99,0.0,0.2,0.0,60.62,652351.03,0.05
193,3.13,9.0,9311.32,1426.33,7288.07,65.55,65.55,600.28,288.0,588.27,1.43,1.0,7.66,1.02,17.59,0.27,0.95,1.0,419.78,288.0,76.8,0.0,0.2,0.0,131.1,1390784.64,0.05
194,4.15,12.0,14915.91,1619.53,7838.51,116.5,116.5,647.61,288.0,612.25,1.7,1.0,9.07,1.02,18.27,0.36,0.95,1.0,380.95,288.0,67.5,0.0,0.21,0.0,233.0,2529690.38,0.05
195,5.16,15.0,22054.94,1926.35,8399.78,178.49,178.49,710.42,288.0,641.36,2.07,1.0,10.95,1.03,25.56,0.51,0.95,1.0,343.2,288.0,58.57,0.0,0.23,0.0,356.98,4449074.68,0.05
196,6.15,18.0,30137.72,2303.21,8835.7,251.25,251.25,773.84,288.0,669.99,2.51,1.0,13.12,1.03,34.55,0.68,0.95,1.0,308.3,288.0,51.07,0.0,0.26,0.0,502.5,7268964.52,0.05
197,7.18,21.0,39922.76,2690.96,9106.42,338.85,338.85,847.05,288.0,702.19,3.0,1.0,15.53,1.04,46.29,0.92,0.95,1.0,282.35,288.0,45.22,0.0,0.3,0.0,677.7,11250100.91,0.05
198,8.22,24.0,54249.73,3108.74,9421.17,471.79,471.79,953.72,288.0,740.35,3.66,1.0,18.59,1.04,64.99,1.29,0.95,1.0,260.58,288.0,39.83,0.0,0.33,0.0,943.58,17660809.27,0.05
199,6.21,18.0,41520.94,2673.42,8623.12,364.04,364.04,830.13,288.0,691.7,3.05,1.0,15.46,1.04,50.26,1.02,0.95,1.0,272.17,288.0,44.74,0.0,0.31,0.0,728.08,11624197.7,0.05
200,4.18,12.0,26122.22,2092.52,7802.83,225.49,225.49,709.04,288.0,635.47,2.28,1.0,11.64,1.03,37.81,0.7,0.95,1.0,310.98,288.0,54.59,0.0,0.27,0.0,450.98,5724114.58,0.05
201,2.12,6.0,4656.26,1367.92,6927.68,30.56,30.56,539.3,288.0,568.16,1.25,1.0,6.7,1.02,11.81,0.18,0.95,1.0,431.44,288.0,84.8,0.0,0.2,0.0,61.12,667001.08,0.05
202,3.13,9.0,9302.27,1426.37,7290.49,65.55,65.55,599.18,288.0,588.12,1.43,1.0,7.65,1.02,17.53,0.27,0.95,1.0,419.01,288.0,76.88,0.0,0.2,0.0,131.1,1389471.86,0.05
203,4.15,12.0,14915.96,1619.53,7840.37,116.51,116.51,646.74,288.0,612.09,1.7,1.0,9.06,1.02,18.22,0.36,0.95,1.0,380.44,288.0,67.56,0.0,0.21,0.0,233.02,2529698.86,0.05
204,5.16,15.0,22054.96,1926.35,8401.1,178.49,178.49,709.46,288.0,641.17,2.07,1.0,10.94,1.03,25.5,0.51,0.95,1.0,342.73,288.0,58.61,0.0,0.23,0.0,356.98,4449078.72,0.05
205,6.15,18.0,30137.65,2303.21,8836.52,251.24,251.24,772.83,288.0,669.81,2.51,1.0,13.1,1.03,34.48,0.68,0.95,1.0,307.9,288.0,51.13,0.0,0.26,0.0,502.48,7268947.64,0.05
206,7.18,21.0,39922.61,2690.95,9107.06,338.81,338.81,846.03,288.0,702.02,3.0,1.0,15.51,1.04,46.21,0.91,0.95,1.0,282.01,288.0,45.26,0.0,0.3,0.0,677.62,11250016.84,0.05
207,8.22,24.0,54250.64,3108.8,9421.73,471.78,471.78,952.77,288.0,740.21,3.66,1.0,18.56,1.04,64.9,1.28,0.95,1.0,260.32,288.0,39.88,0.0,0.33,0.0,943.56,17661446.38,0.05
208,6.21,18.0,41550.47,2674.52,8625.06,364.11,364.11,830.13,288.0,691.75,3.05,1.0,15.45,1.04,50.2,1.02,0.95,1.0,272.17,288.0,44.77,0.0,0.31,0.0,728.22,11637251.19,0.05
209,4.18,12.0,26141.74,2093.6,7805.48,225.57,225.57,708.89,288.0,635.47,2.28,1.0,11.64,1.03,37.77,0.7,0.95,1.0,310.92,288.0,54.59,0.0,0.27,0.0,451.14,5731348.52,0.05
210,2.12,6.0,4674.74,1368.94,6930.95,30.62,30.62,539.15,288.0,568.15,1.25,1.0,6.7,1.02,11.79,0.18,0.95,1.0,431.32,288.0,84.8,0.0,0.2,0.0,61.24,670147.64,0.05
211,3.13,9.0,9292.25,1426.35,7292.89,65.55,65.55,598.14,288.0,587.93,1.43,1.0,7.65,1.02,17.5,0.27,0.95,1.0,418.28,288.0,76.85,0.0,0.2,0.0,131.1,1387955.72,0.05
212,4.15,12.0,14916.1,1619.54,7842.22,116.51,116.51,645.88,288.0,611.93,1.7,1.0,9.05,1.02,18.18,0.36,0.95,1.0,379.93,288.0,67.62,0.0,0.21,0.0,233.02,2529738.22,0.05
213,5.16,15.0,22055.08,1926.35,8402.44,178.52,178.52,708.51,288.0,640.99,2.07,1.0,10.93,1.03,25.45,0.5,0.95,1.0,342.28,288.0,58.65,0.0,0.23,0.0,357.04,4449102.92,0.05
214,6.15,18.0,30137.65,2303.21,8837.33,251.24,251.24,771.83,288.0,669.62,2.5,1.0,13.09,1.03,34.41,0.68,0.95,1.0,308.73,288.0,51.16,0.0,0.26,0.0,502.48,7268947.64,0.05
215,7.18,21.0,39922.48,2690.95,9107.7,338.81,338.81,845.0,288.0,701.84,3.0,1.0,15.49,1.04,46.13,0.91,0.95,1.0,281.67,288.0,45.31,0.0,0.3,0.0,677.62,11249980.2,0.05
216,8.22,24.0,54250.09,3108.79,9422.25,471.64,471.64,951.82,288.0,740.06,3.66,1.0,18.54,1.04,64.81,1.28,0.95,1.0,260.06,288.0,39.92,0.0,0.33,0.0,943.28,17661210.52,0.05
217,6.21,18.0,41571.06,2675.24,8626.77,364.03,364.03,829.9,288.0,691.73,3.05,1.0,15.44,1.04,50.13,1.02,0.95,1.0,272.1,288.0,44.8,0.0,0.31,0.0,728.06,11646152.32,0.05
218,4.18,12.0,26051.54,2094.28,7807.87,225.48,225.48,705.76,288.0,635.01,2.28,1.0,11.61,1.03,37.63,0.69,0.95,1.0,309.54,288.0,54.7,0.0,0.27,0.0,450.96,5713428.07,0.05
219,2.12,6.0,4584.97,1369.63,6933.98,30.65,30.65,536.05,288.0,567.69,1.25,1.0,6.68,1.02,11.67,0.18,0.95,1.0,428.84,288.0,84.98,0.0,0.2,0.0,61.3,657609.95,0.05
220,3.13,9.0,9181.48,1426.31,7295.25,65.54,65.54,594.36,288.0,587.33,1.43,1.0,7.62,1.02,17.37,0.26,0.95,1.0,415.64,288.0,77.08,0.0,0.2,0.0,131.08,1371371.87,0.05
221,4.15,12.0,14916.2,1619.54,7844.08,116.51,116.51,645.01,288.0,611.77,1.7,1.0,9.04,1.02,18.14,0.36,0.95,1.0,379.42,288.0,67.67,0.0,0.21,0.0,233.02,2529755.18,0.05
222,5.16,15.0,22055.16,1926.35,8403.77,178.52,178.52,707.55,288.0,640.81,2.07,1.0,10.92,1.03,25.39,0.5,0.95,1.0,341.81,288.0,58.68,0.0,0.23,0.0,357.04,4449119.06,0.05
223,6.15,18.0,30137.59,2303.21,8838.15,251.28,251.28,770.83,288.0,669.44,2.5,1.0,13.08,1.03,34.35,0.68,0.95,1.0,308.33,288.0,51.18,0.0,0.26,0.0,502.56,7268933.17,0.05
224,7.18,21.0,39922.36,2690.95,9108.35,338.87,338.87,843.98,288.0,701.66,3.0,1.0,15.48,1.04,46.05,0.91,0.95,1.0,281.33,288.0,45.33,0.0,0.3,0.0,677.74,11249946.39,0.05
225,8.22,24.0,54249.34,3108.78,9422.77,471.8,471.8,950.86,288.0,739.91,3.66,1.0,18.52,1.04,64.72,1.28,0.95,1.0,259.8,288.0,39.95,0.0,0.33,0.0,943.6,17660909.54,0.05
226,6.21,18.0,41626.51,2677.35,8629.41,364.26,364.26,830.71,288.0,691.92,3.05,1.0,15.43,1.04,50.07,1.02,0.95,1.0,272.36,288.0,44.84,0.0,0.31,0.0,728.52,11670884.4,0.05
227,4.18,12.0,26021.15,2096.49,7811.29,225.72,225.72,704.2,288.0,634.82,2.28,1.0,11.59,1.03,37.47,0.69,0.95,1.0,308.86,288.0,54.77,0.0,0.27,0.0,451.44,5712785.26,0.05
228,2.12,6.0,4555.25,1371.84,6938.04,30.79,30.79,534.51,288.0,567.49,1.25,1.0,6.67,1.02,11.53,0.18,0.95,1.0,427.61,288.0,85.08,0.0,0.2,0.0,61.58,654401.52,0.05
229,3.13,9.0,9095.66,1426.41,7297.71,65.56,65.56,591.1,288.0,586.8,1.43,1.0,7.6,1.02,17.22,0.26,0.95,1.0,413.36,288.0,77.21,0.0,0.2,0.0,131.12,1358648.8,0.05
230,4.15,12.0,14916.4,1619.54,7845.94,116.52,116.52,644.15,288.0,611.61,1.7,1.0,9.03,1.02,18.1,0.36,0.95,1.0,378.91,288.0,67.73,0.0,0.21,0.0,233.04,2529789.1,0.05
231,5.16,15.0,22055.37,1926.35,8405.11,178.5,178.5,706.6,288.0,640.62,2.07,1.0,10.91,1.03,25.34,0.5,0.95,1.0,341.35,288.0,58.72,0.0,0.23,0.0,357.0,4449161.42,0.05
232,6.15,18.0,30137.71,2303.21,8838.97,251.25,251.25,769.83,288.0,669.25,2.5,1.0,13.06,1.03,34.28,0.68,0.95,1.0,307.93,288.0,51.24,0.0,0.26,0.0,502.5,7268962.11,0.05
