id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine,temp_ratio_t48_p48,temp_ratio_t1_p1,temp_ratio_t2_p2,torque_diff,rpm_ratio_gtn_ggn,fuel_per_rpm,total_prop_torque,power_proxy_kw,total_decay_score
119,6.2,18.0,42120.24,2617.25,8601.08,353.43,353.43,885.55,288.0,696.92,3.05,1.0,15.66,1.04,56.95,1.07,0.95,0.99,290.34,288.0,44.5,0.0,0.3,0.0,706.86,11544221.83,0.06
120,4.17,12.0,26410.58,2033.63,7762.32,206.29,206.29,772.16,288.0,643.02,2.27,1.0,11.8,1.03,41.67,0.73,0.95,0.99,340.16,288.0,54.49,0.0,0.26,0.0,412.58,5624429.75,0.06
121,3.14,9.0,15154.46,1623.1,7317.17,107.21,107.21,677.52,288.0,606.2,1.71,1.0,9.07,1.02,27.65,0.46,0.95,0.99,396.21,288.0,66.84,0.0,0.22,0.0,214.42,2575813.18,0.06
122,3.13,9.0,10597.96,1468.81,7331.45,70.96,70.96,631.69,288.0,594.95,1.5,1.0,8.05,1.02,18.54,0.31,0.95,0.99,421.13,288.0,73.91,0.0,0.2,0.0,141.92,1630108.51,0.06
123,4.15,12.0,15575.75,1658.31,7827.8,120.33,120.33,663.68,288.0,615.88,1.75,1.0,9.33,1.02,20.59,0.39,0.95,0.99,379.25,288.0,66.01,0.0,0.21,0.0,240.66,2704850.74,0.06
124,5.15,15.0,22368.71,1949.7,8347.33,182.07,182.07,718.26,288.0,642.62,2.1,1.0,11.14,1.03,26.57,0.53,0.95,0.99,342.03,288.0,57.69,0.0,0.23,0.0,364.14,4567066.64,0.06
125,6.16,18.0,30704.97,2306.86,8773.22,256.19,256.19,785.16,288.0,672.65,2.53,1.0,13.31,1.03,36.01,0.72,0.95,0.99,310.34,288.0,50.54,0.0,0.26,0.0,512.38,7417516.72,0.06
126,7.18,21.0,41436.86,2700.98,9115.81,353.96,353.96,866.24,288.0,705.56,3.06,1.0,15.88,1.04,49.22,0.98,0.95,0.99,283.08,288.0,44.43,0.0,0.3,0.0,707.92,11720248.62,0.06
127,7.2,21.0,45687.05,2817.77,9040.19,391.18,391.18,900.94,288.0,714.79,3.26,1.0,16.76,1.04,58.1,1.11,0.95,0.99,276.36,288.0,42.65,0.0,0.31,0.0,782.36,13481160.39,0.06
128,6.2,18.0,41660.36,2612.22,8598.82,353.12,353.12,873.72,288.0,695.02,3.04,1.0,15.56,1.04,58.71,1.06,0.95,0.99,287.41,288.0,44.67,0.0,0.3,0.0,706.24,11396234.75,0.06
129,4.17,12.0,25703.7,2025.91,7758.87,205.79,205.79,754.5,288.0,640.18,2.25,1.0,11.67,1.03,44.39,0.71,0.95,0.99,335.33,288.0,54.86,0.0,0.26,0.0,411.58,5453111.9,0.06
130,3.14,9.0,14626.61,1617.39,7315.54,106.77,106.77,664.12,288.0,604.02,1.7,1.0,8.97,1.02,29.62,0.44,0.95,0.99,390.66,288.0,67.34,0.0,0.22,0.0,213.54,2477348.2,0.06
131,3.13,9.0,10317.07,1465.78,7331.65,70.71,70.71,624.15,288.0,593.71,1.49,1.0,7.99,1.02,19.56,0.3,0.95,0.99,418.89,288.0,74.31,0.0,0.2,0.0,141.42,1583630.24,0.06
132,4.15,12.0,15541.89,1657.97,7829.45,120.28,120.28,661.97,288.0,615.58,1.74,1.0,9.31,1.02,20.66,0.39,0.95,0.99,380.44,288.0,66.12,0.0,0.21,0.0,240.56,2698417.33,0.06
133,5.15,15.0,22368.78,1949.7,8348.66,182.08,182.08,717.29,288.0,642.45,2.1,1.0,11.12,1.03,26.52,0.52,0.95,0.99,341.57,288.0,57.77,0.0,0.23,0.0,364.16,4567080.93,0.06
134,6.16,18.0,30704.99,2306.86,8774.14,256.19,256.19,784.14,288.0,672.46,2.53,1.0,13.3,1.03,35.95,0.71,0.95,0.99,309.94,288.0,50.56,0.0,0.26,0.0,512.38,7417521.55,0.06
135,7.18,21.0,41436.81,2700.97,9116.47,353.94,353.94,865.22,288.0,705.38,3.06,1.0,15.86,1.04,49.15,0.97,0.95,0.99,282.75,288.0,44.48,0.0,0.3,0.0,707.88,11720191.08,0.06
136,7.2,21.0,45556.23,2817.26,9040.53,391.14,391.14,896.45,288.0,714.08,3.26,1.0,16.72,1.04,58.07,1.1,0.95,0.99,274.98,288.0,42.71,0.0,0.31,0.0,782.28,13440125.5,0.06
137,6.2,18.0,41370.49,2610.97,8598.99,353.02,353.02,865.08,288.0,693.67,3.03,1.0,15.49,1.04,58.81,1.05,0.95,0.99,285.5,288.0,44.78,0.0,0.3,0.0,706.04,11311525.13,0.06
138,4.17,12.0,25254.77,2023.93,7759.14,205.63,205.63,741.7,288.0,638.18,2.24,1.0,11.57,1.03,44.61,0.7,0.95,0.99,331.12,288.0,55.16,0.0,0.26,0.0,411.26,5352633.69,0.06
139,3.14,9.0,14280.15,1615.7,7316.52,106.6,106.6,654.19,288.0,602.46,1.69,1.0,8.9,1.02,29.91,0.43,0.95,0.99,387.09,288.0,67.69,0.0,0.22,0.0,213.2,2416140.09,0.06
140,3.13,9.0,10129.73,1464.83,7333.19,70.61,70.61,618.41,288.0,592.8,1.48,1.0,7.95,1.02,19.73,0.3,0.95,0.99,417.84,288.0,74.57,0.0,0.2,0.0,141.22,1553866.53,0.06
141,4.15,12.0,15513.7,1657.75,7831.17,120.24,120.24,660.38,288.0,615.31,1.74,1.0,9.3,1.02,20.7,0.39,0.95,0.99,379.53,288.0,66.16,0.0,0.21,0.0,240.48,2693165.51,0.06
142,5.15,15.0,22368.92,1949.7,8349.99,182.08,182.08,716.34,288.0,642.26,2.09,1.0,11.11,1.03,26.46,0.52,0.95,0.99,342.75,288.0,57.81,0.0,0.23,0.0,364.16,4567109.52,0.06
143,6.16,18.0,30705.07,2306.85,8775.07,256.19,256.19,783.13,288.0,672.28,2.53,1.0,13.28,1.03,35.88,0.71,0.95,0.99,309.54,288.0,50.62,0.0,0.26,0.0,512.38,7417508.72,0.06
144,7.18,21.0,41436.89,2700.97,9117.13,353.93,353.93,864.21,288.0,705.21,3.06,1.0,15.85,1.04,49.08,0.97,0.95,0.99,282.42,288.0,44.49,0.0,0.3,0.0,707.86,11720213.71,0.06
145,7.2,21.0,45436.79,2817.2,9041.16,391.09,391.09,892.03,288.0,713.39,3.25,1.0,16.68,1.04,57.93,1.1,0.95,0.99,274.47,288.0,42.77,0.0,0.31,0.0,782.18,13404602.49,0.06
146,6.2,18.0,41131.91,2610.87,8599.9,352.96,352.96,857.29,288.0,692.47,3.02,1.0,15.43,1.04,58.59,1.04,0.95,0.99,283.87,288.0,44.88,0.0,0.3,0.0,705.92,11245861.82,0.06
147,4.17,12.0,24896.85,2023.78,7760.56,205.58,205.58,730.52,288.0,636.45,2.22,1.0,11.5,1.03,44.31,0.68,0.95,0.99,329.06,288.0,55.34,0.0,0.26,0.0,411.16,5276383.1,0.06
148,3.14,9.0,14042.1,1615.61,7318.5,106.58,106.58,646.47,288.0,601.26,1.68,1.0,8.85,1.02,29.67,0.42,0.95,0.99,384.8,288.0,67.94,0.0,0.22,0.0,213.16,2375730.71,0.06
149,3.13,9.0,10010.89,1464.78,7335.31,70.6,70.6,614.13,288.0,592.12,1.47,1.0,7.92,1.02,19.58,0.29,0.95,0.99,417.78,288.0,74.76,0.0,0.2,0.0,141.2,1535584.46,0.06
150,4.15,12.0,15514.2,1657.75,7833.03,120.24,120.24,659.49,288.0,615.14,1.74,1.0,9.29,1.02,20.64,0.39,0.95,0.99,379.02,288.0,66.22,0.0,0.21,0.0,240.48,2693252.31,0.06
151,5.15,15.0,22369.07,1949.7,8351.33,182.07,182.07,715.38,288.0,642.09,2.09,1.0,11.1,1.03,26.4,0.52,0.95,0.99,342.29,288.0,57.85,0.0,0.23,0.0,364.14,4567140.14,0.06
152,6.16,18.0,30705.14,2306.85,8776.0,256.18,256.18,782.12,288.0,672.1,2.53,1.0,13.27,1.03,35.81,0.71,0.95,0.99,309.14,288.0,50.65,0.0,0.26,0.0,512.36,7417525.63,0.06
153,7.18,21.0,41436.95,2700.97,9117.79,353.94,353.94,863.21,288.0,705.04,3.06,1.0,15.83,1.04,49.01,0.97,0.95,0.99,282.09,288.0,44.54,0.0,0.3,0.0,707.88,11720230.68,0.06
154,7.2,21.0,45337.73,2817.51,9042.02,391.14,391.14,887.91,288.0,712.78,3.24,1.0,16.64,1.04,57.5,1.09,0.95,0.99,274.05,288.0,42.84,0.0,0.31,0.0,782.28,13376849.96,0.06
155,6.2,18.0,40894.58,2611.3,8601.14,353.0,353.0,849.07,288.0,691.25,3.01,1.0,15.37,1.04,57.86,1.03,0.95,0.99,282.08,288.0,44.97,0.0,0.3,0.0,706.0,11182814.96,0.06
156,4.17,12.0,24521.07,2024.32,7762.43,205.59,205.59,718.17,288.0,634.62,2.21,1.0,11.41,1.03,43.27,0.67,0.95,0.99,324.96,288.0,55.62,0.0,0.26,0.0,411.18,5198130.77,0.06
157,3.14,9.0,13726.22,1615.65,7320.59,106.51,106.51,636.3,288.0,599.73,1.67,1.0,8.78,1.02,29.04,0.41,0.95,0.99,381.02,288.0,68.31,0.0,0.22,0.0,213.02,2322345.65,0.06
158,3.13,9.0,9833.32,1464.71,7337.41,70.55,70.55,608.11,288.0,591.2,1.47,1.0,7.88,1.02,19.26,0.29,0.95,0.99,413.68,288.0,75.03,0.0,0.2,0.0,141.1,1508274.67,0.06
159,4.15,12.0,15475.04,1657.56,7834.77,120.2,120.2,657.59,288.0,614.82,1.74,1.0,9.27,1.02,20.63,0.38,0.95,0.99,377.93,288.0,66.32,0.0,0.21,0.0,240.4,2686146.26,0.06
160,5.15,15.0,22369.1,1949.7,8352.66,182.08,182.08,714.42,288.0,641.91,2.09,1.0,11.09,1.03,26.35,0.52,0.95,0.99,341.83,288.0,57.88,0.0,0.23,0.0,364.16,4567146.27,0.06
161,6.16,18.0,30705.14,2306.85,8776.92,256.18,256.18,781.11,288.0,671.91,2.53,1.0,13.25,1.03,35.74,0.71,0.95,0.99,308.74,288.0,50.71,0.0,0.26,0.0,512.36,7417525.63,0.06
162,7.18,21.0,41436.87,2700.97,9118.45,353.91,353.91,862.2,288.0,704.86,3.06,1.0,15.81,1.04,48.93,0.97,0.95,0.99,281.76,288.0,44.58,0.0,0.3,0.0,707.82,11720208.06,0.06
163,7.2,21.0,45202.53,2819.05,9043.59,391.17,391.17,881.72,288.0,711.9,3.24,1.0,16.59,1.04,56.32,1.08,0.95,0.99,272.14,288.0,42.91,0.0,0.31,0.0,782.34,13344249.08,0.06
164,6.2,18.0,40629.09,2614.41,8603.96,353.11,353.11,837.85,288.0,689.68,3.0,1.0,15.29,1.04,55.57,1.01,0.95,0.99,279.28,288.0,45.11,0.0,0.3,0.0,706.22,11123447.5,0.06
165,4.17,12.0,24125.33,2029.0,7766.73,205.8,205.8,701.91,288.0,632.34,2.19,1.0,11.32,1.03,39.86,0.65,0.95,0.99,320.51,288.0,55.86,0.0,0.26,0.0,411.6,5126062.86,0.06
166,3.14,9.0,13470.43,1618.79,7324.51,106.67,106.67,625.4,288.0,598.18,1.66,1.0,8.72,1.02,26.72,0.4,0.95,0.99,376.75,288.0,68.6,0.0,0.22,0.0,213.34,2283497.76,0.06
167,3.13,9.0,9707.89,1466.29,7340.5,70.63,70.63,602.29,288.0,590.35,1.46,1.0,7.85,1.02,18.07,0.28,0.95,0.99,412.53,288.0,75.2,0.0,0.2,0.0,141.26,1490641.94,0.06
168,4.15,12.0,15479.97,1657.58,7836.65,120.21,120.21,656.82,288.0,614.67,1.74,1.0,9.26,1.02,20.56,0.38,0.95,0.99,377.48,288.0,66.38,0.0,0.21,0.0,240.42,2687034.43,0.06
169,5.15,15.0,22369.23,1949.7,8353.99,182.07,182.07,713.47,288.0,641.73,2.09,1.0,11.08,1.03,26.29,0.52,0.95,0.99,341.37,288.0,57.92,0.0,0.23,0.0,364.14,4567172.81,0.06
170,6.16,18.0,30705.18,2306.85,8777.85,256.16,256.16,780.11,288.0,671.73,2.53,1.0,13.24,1.03,35.67,0.71,0.95,0.99,308.34,288.0,50.73,0.0,0.26,0.0,512.32,7417535.3,0.06
171,7.18,21.0,41436.93,2700.97,9119.11,353.89,353.89,861.2,288.0,704.69,3.06,1.0,15.8,1.04,48.85,0.97,0.95,0.99,281.44,288.0,44.6,0.0,0.3,0.0,707.78,11720225.03,0.06
172,7.2,21.0,45177.64,2819.94,9044.91,391.21,391.21,879.4,288.0,711.56,3.23,1.0,16.57,1.04,55.73,1.08,0.95,0.99,272.26,288.0,42.94,0.0,0.31,0.0,782.42,13341111.88,0.06
173,6.2,18.0,40565.6,2616.14,8606.21,353.19,353.19,833.88,288.0,689.12,2.99,1.0,15.26,1.04,54.53,1.01,0.95,0.99,278.89,288.0,45.16,0.0,0.3,0.0,706.38,11113414.25,0.06
174,4.17,12.0,24023.03,2031.56,7770.14,205.93,205.93,696.28,288.0,631.56,2.19,1.0,11.28,1.03,38.38,0.64,0.95,0.99,317.94,288.0,55.99,0.0,0.26,0.0,411.86,5110766.68,0.06
175,3.14,9.0,13379.36,1620.41,7327.74,106.74,106.74,620.8,288.0,597.53,1.66,1.0,8.69,1.02,25.8,0.39,0.95,0.99,373.98,288.0,68.76,0.0,0.22,0.0,213.48,2270329.39,0.06
176,3.13,9.0,9655.49,1467.07,7343.21,70.66,70.66,599.39,288.0,589.92,1.46,1.0,7.83,1.02,17.62,0.27,0.95,0.99,410.54,288.0,75.34,0.0,0.2,0.0,141.32,1483384.62,0.06
177,4.15,12.0,15466.37,1657.52,7838.46,120.19,120.19,655.58,288.0,614.46,1.74,1.0,9.25,1.02,20.56,0.38,0.95,0.99,376.77,288.0,66.43,0.0,0.21,0.0,240.38,2684576.54,0.06
178,5.15,15.0,22369.33,1949.7,8355.33,182.07,182.07,712.52,288.0,641.55,2.09,1.0,11.06,1.03,26.23,0.52,0.95,0.99,340.92,288.0,58.01,0.0,0.23,0.0,364.14,4567193.23,0.06
179,6.16,18.0,30705.22,2306.85,8778.77,256.17,256.17,779.1,288.0,671.54,2.53,1.0,13.22,1.03,35.6,0.71,0.95,0.99,307.94,288.0,50.8,0.0,0.26,0.0,512.34,7417544.96,0.06
180,7.18,21.0,41436.9,2700.97,9119.76,353.94,353.94,860.2,288.0,704.52,3.06,1.0,15.78,1.04,48.77,0.97,0.95,0.99,281.11,288.0,44.65,0.0,0.3,0.0,707.88,11720216.54,0.06
181,7.2,21.0,45178.6,2821.84,9046.92,391.39,391.39,877.48,288.0,711.4,3.23,1.0,16.55,1.04,54.52,1.08,0.95,0.99,271.67,288.0,42.98,0.0,0.31,0.0,782.78,13350384.45,0.06
182,6.2,18.0,40573.02,2619.95,8609.88,353.49,353.49,831.22,288.0,688.99,2.99,1.0,15.25,1.04,52.18,1.0,0.95,0.99,278.0,288.0,45.18,0.0,0.3,0.0,706.98,11131634.96,0.06
183,4.17,12.0,24036.88,2037.29,7775.73,206.3,206.3,692.86,288.0,631.44,2.19,1.0,11.27,1.03,34.91,0.63,0.95,0.99,316.37,288.0,56.03,0.0,0.26,0.0,412.6,5128136.38,0.06
184,3.14,9.0,13397.67,1624.25,7332.53,106.98,106.98,618.51,288.0,597.44,1.66,1.0,8.68,1.02,23.48,0.38,0.95,1.0,372.6,288.0,68.83,0.0,0.22,0.0,213.96,2278823.92,0.05
185,3.13,9.0,9667.4,1469.0,7346.74,70.78,70.78,597.89,288.0,589.8,1.46,1.0,7.82,1.02,16.44,0.27,0.95,1.0,409.51,288.0,75.42,0.0,0.2,0.0,141.56,1487168.24,0.05
186,4.15,12.0,15471.91,1657.54,7840.34,120.21,120.21,654.84,288.0,614.31,1.74,1.0,9.24,1.02,20.51,0.38,0.95,1.0,376.34,288.0,66.48,0.0,0.21,0.0,240.42,2685570.55,0.05
187,5.15,15.0,22369.42,1949.7,8356.66,182.1,182.1,711.57,288.0,641.38,2.09,1.0,11.06,1.03,26.18,0.52,0.95,1.0,340.46,288.0,57.99,0.0,0.23,0.0,364.2,4567211.6,0.05
188,6.16,18.0,30705.15,2306.84,8779.7,256.21,256.21,778.1,288.0,671.36,2.53,1.0,13.21,1.03,35.53,0.71,0.95,1.0,307.55,288.0,50.82,0.0,0.26,0.0,512.42,7417495.9,0.05
189,7.18,21.0,41436.83,2700.96,9120.43,353.93,353.93,859.2,288.0,704.35,3.06,1.0,15.76,1.04,48.69,0.97,0.95,1.0,280.78,288.0,44.69,0.0,0.3,0.0,707.86,11720153.35,0.05
190,7.2,21.0,45198.93,2822.94,9048.46,391.4,391.4,876.96,288.0,711.37,3.23,1.0,16.53,1.04,53.93,1.08,0.95,1.0,271.5,288.0,43.04,0.0,0.31,0.0,782.8,13361598.55,0.05
191,6.2,18.0,40569.34,2622.01,8612.52,353.5,353.5,830.02,288.0,688.91,2.99,1.0,15.23,1.04,51.1,1.0,0.95,1.0,277.6,288.0,45.23,0.0,0.3,0.0,707.0,11139377.04,0.05
192,4.17,12.0,24008.85,2040.32,7779.7,206.38,206.38,690.97,288.0,631.31,2.19,1.0,11.25,1.03,33.35,0.63,0.95,1.0,315.51,288.0,56.12,0.0,0.26,0.0,412.76,5129774.37,0.05
193,3.14,9.0,13304.63,1626.05,7336.07,107.0,107.0,615.01,288.0,596.99,1.65,1.0,8.66,1.02,22.44,0.38,0.95,1.0,372.73,288.0,68.94,0.0,0.22,0.0,214.0,2265506.51,0.05
194,3.13,9.0,9598.53,1469.83,7349.59,70.79,70.79,595.13,288.0,589.41,1.46,1.0,7.8,1.02,15.9,0.27,0.95,1.0,407.62,288.0,75.57,0.0,0.2,0.0,141.58,1477408.02,0.05
195,4.15,12.0,15427.39,1657.4,7842.12,120.18,120.18,652.77,288.0,613.96,1.73,1.0,9.23,1.02,20.47,0.38,0.95,1.0,377.32,288.0,66.52,0.0,0.21,0.0,240.36,2677616.72,0.05
196,5.15,15.0,22369.52,1949.7,8358.0,182.08,182.08,710.62,288.0,641.2,2.09,1.0,11.05,1.03,26.13,0.52,0.95,1.0,340.01,288.0,58.03,0.0,0.23,0.0,364.16,4567232.02,0.05
197,6.16,18.0,30705.14,2306.84,8780.63,256.2,256.2,777.1,288.0,671.18,2.53,1.0,13.2,1.03,35.47,0.7,0.95,1.0,307.15,288.0,50.85,0.0,0.26,0.0,512.4,7417493.48,0.05
198,7.18,21.0,41436.74,2700.97,9121.1,353.96,353.96,858.2,288.0,704.18,3.06,1.0,15.75,1.04,48.61,0.96,0.95,1.0,280.46,288.0,44.71,0.0,0.3,0.0,707.92,11720171.29,0.05
199,7.2,21.0,45231.14,2824.37,9050.24,391.56,391.56,876.97,288.0,711.41,3.24,1.0,16.53,1.04,53.85,1.08,0.95,1.0,270.67,288.0,43.04,0.0,0.31,0.0,783.12,13377893.73,0.05
200,6.2,18.0,40630.96,2624.89,8615.71,353.77,353.77,830.96,288.0,689.17,3.0,1.0,15.23,1.04,51.02,1.0,0.95,1.0,276.99,288.0,45.25,0.0,0.3,0.0,707.54,11168550.44,0.05
201,4.17,12.0,24099.81,2044.62,7784.54,206.7,206.7,692.82,288.0,631.78,2.19,1.0,11.27,1.03,33.29,0.63,0.95,1.0,316.36,288.0,56.06,0.0,0.26,0.0,413.4,5160061.07,0.05
202,3.14,9.0,13360.25,1628.94,7340.33,107.2,107.2,615.84,288.0,597.25,1.65,1.0,8.66,1.02,22.38,0.38,0.95,1.0,373.24,288.0,68.97,0.0,0.22,0.0,214.4,2279020.81,0.05
203,3.13,9.0,9624.83,1471.27,7352.85,70.87,70.87,595.07,288.0,589.46,1.46,1.0,7.8,1.02,15.85,0.27,0.95,1.0,407.58,288.0,75.57,0.0,0.2,0.0,141.74,1482907.51,0.05
204,4.15,12.0,15424.4,1657.42,7843.99,120.18,120.18,651.79,288.0,613.79,1.73,1.0,9.22,1.02,20.42,0.38,0.95,1.0,376.76,288.0,66.57,0.0,0.21,0.0,240.36,2677130.07,0.05
205,5.15,15.0,22369.52,1949.7,8359.33,182.08,182.08,709.68,288.0,641.02,2.09,1.0,11.03,1.03,26.07,0.52,0.95,1.0,339.56,288.0,58.12,0.0,0.23,0.0,364.16,4567232.02,0.05
206,6.16,18.0,30705.07,2306.84,8781.56,256.18,256.18,776.11,288.0,671.0,2.53,1.0,13.18,1.03,35.4,0.7,0.95,1.0,306.76,288.0,50.91,0.0,0.26,0.0,512.36,7417476.57,0.05
207,7.18,21.0,41436.97,2700.99,9121.77,353.94,353.94,857.21,288.0,704.01,3.06,1.0,15.72,1.04,48.53,0.96,0.95,1.0,280.13,288.0,44.78,0.0,0.3,0.0,707.88,11720323.13,0.05
208,7.2,21.0,45241.24,2824.76,9051.28,391.57,391.57,876.31,288.0,711.33,3.24,1.0,16.51,1.04,53.77,1.07,0.95,1.0,270.47,288.0,43.08,0.0,0.31,0.0,783.14,13382728.66,0.05
209,6.2,18.0,40647.62,2625.64,8617.42,353.82,353.82,830.6,288.0,689.14,3.0,1.0,15.22,1.04,50.96,1.0,0.95,1.0,276.87,288.0,45.28,0.0,0.3,0.0,707.64,11176322.36,0.05
210,4.17,12.0,24122.32,2045.69,7787.16,206.77,206.77,692.72,288.0,631.79,2.19,1.0,11.26,1.03,33.25,0.63,0.95,1.0,316.31,288.0,56.11,0.0,0.26,0.0,413.54,5167583.64,0.05
211,3.14,9.0,13369.58,1629.63,7343.11,107.25,107.25,615.39,288.0,597.18,1.65,1.0,8.66,1.02,22.35,0.38,0.95,1.0,372.96,288.0,68.96,0.0,0.22,0.0,214.5,2281578.38,0.05
212,3.13,9.0,9627.7,1471.61,7355.35,70.89,70.89,594.39,288.0,589.34,1.46,1.0,7.8,1.02,15.82,0.27,0.95,1.0,407.12,288.0,75.56,0.0,0.2,0.0,141.78,1483692.49,0.05
213,4.15,12.0,15421.14,1657.41,7845.85,120.19,120.19,650.84,288.0,613.62,1.73,1.0,9.21,1.02,20.38,0.38,0.95,1.0,376.21,288.0,66.63,0.0,0.21,0.0,240.38,2676548.1,0.05
214,5.15,15.0,22369.61,1949.7,8360.66,182.09,182.09,708.74,288.0,640.85,2.09,1.0,11.02,1.03,26.01,0.51,0.95,1.0,339.11,288.0,58.15,0.0,0.23,0.0,364.18,4567250.4,0.05
215,6.16,18.0,30705.07,2306.84,8782.49,256.19,256.19,775.11,288.0,670.82,2.52,1.0,13.17,1.03,35.33,0.7,0.95,1.0,307.58,288.0,50.94,0.0,0.26,0.0,512.38,7417476.57,0.05
216,7.18,21.0,41436.74,2700.98,9122.43,353.9,353.9,856.22,288.0,703.84,3.05,1.0,15.71,1.04,48.45,0.96,0.95,1.0,280.73,288.0,44.8,0.0,0.3,0.0,707.8,11720214.68,0.05
217,7.2,21.0,45247.88,2824.99,9052.24,391.49,391.49,875.57,288.0,711.21,3.24,1.0,16.49,1.04,53.69,1.07,0.95,1.0,270.24,288.0,43.13,0.0,0.31,0.0,782.98,13385782.65,0.05
218,6.2,18.0,40624.23,2626.1,8618.96,353.72,353.72,829.16,288.0,688.93,3.0,1.0,15.2,1.04,50.86,1.0,0.95,1.0,276.39,288.0,45.32,0.0,0.3,0.0,707.44,11171848.05,0.05
219,4.17,12.0,24069.19,2046.38,7789.54,206.72,206.72,690.57,288.0,631.48,2.19,1.0,11.24,1.03,33.14,0.63,0.95,1.0,315.33,288.0,56.18,0.0,0.26,0.0,413.44,5157941.07,0.05
220,3.14,9.0,13272.66,1630.07,7345.7,107.22,107.22,612.06,288.0,596.68,1.65,1.0,8.64,1.02,22.22,0.38,0.95,1.0,370.95,288.0,69.06,0.0,0.22,0.0,214.44,2265650.11,0.05
221,3.13,9.0,9560.88,1471.83,7357.77,70.9,70.9,591.81,288.0,588.93,1.46,1.0,7.78,1.02,15.73,0.27,0.95,1.0,405.35,288.0,75.7,0.0,0.2,0.0,141.8,1473615.35,0.05
222,4.15,12.0,15384.28,1657.4,7847.7,120.19,120.19,648.97,288.0,613.3,1.73,1.0,9.19,1.02,20.3,0.37,0.95,1.0,375.13,288.0,66.74,0.0,0.21,0.0,240.38,2670134.44,0.05
223,5.15,15.0,22369.65,1949.7,8362.0,182.1,182.1,707.8,288.0,640.67,2.09,1.0,11.01,1.03,25.96,0.51,0.95,1.0,338.66,288.0,58.19,0.0,0.23,0.0,364.2,4567258.56,0.05
224,6.16,18.0,30705.04,2306.84,8783.42,256.22,256.22,774.12,288.0,670.64,2.52,1.0,13.16,1.03,35.26,0.7,0.95,1.0,307.19,288.0,50.96,0.0,0.26,0.0,512.44,7417469.32,0.05
225,7.18,21.0,41436.43,2700.98,9123.09,353.98,353.98,855.22,288.0,703.67,3.05,1.0,15.69,1.04,48.37,0.96,0.95,1.0,280.4,288.0,44.85,0.0,0.3,0.0,707.96,11720127.0,0.05
226,7.2,21.0,45266.07,2825.69,9053.51,391.64,391.64,875.18,288.0,711.16,3.24,1.0,16.48,1.04,53.61,1.07,0.95,1.0,270.12,288.0,43.15,0.0,0.31,0.0,783.28,13394482.01,0.05
227,6.2,18.0,40632.33,2627.54,8621.16,353.93,353.93,828.59,288.0,688.88,3.0,1.0,15.18,1.04,50.75,1.0,0.95,1.0,276.2,288.0,45.38,0.0,0.3,0.0,707.86,11180202.79,0.05
228,4.17,12.0,24067.64,2048.56,7792.91,206.92,206.92,689.81,288.0,631.41,2.19,1.0,11.23,1.03,33.02,0.63,0.95,1.0,314.98,288.0,56.23,0.0,0.26,0.0,413.84,5163103.29,0.05
229,3.14,9.0,13224.02,1631.58,7349.01,107.36,107.36,609.94,288.0,596.37,1.65,1.0,8.62,1.02,22.07,0.38,0.95,1.0,369.66,288.0,69.18,0.0,0.22,0.0,214.72,2259438.31,0.05
230,3.13,9.0,9522.44,1472.6,7360.56,70.96,70.96,589.92,288.0,588.63,1.46,1.0,7.77,1.02,15.62,0.27,0.95,1.0,404.05,288.0,75.76,0.0,0.2,0.0,141.92,1468458.44,0.05
231,4.15,12.0,15355.81,1657.43,7849.59,120.19,120.19,647.28,288.0,613.01,1.73,1.0,9.18,1.02,20.22,0.37,0.95,1.0,374.15,288.0,66.78,0.0,0.21,0.0,240.38,2665241.35,0.05
232,5.15,15.0,22369.83,1949.7,8363.34,182.09,182.09,706.86,288.0,640.49,2.09,1.0,11.0,1.03,25.91,0.51,0.95,1.0,338.21,288.0,58.23,0.0,0.23,0.0,364.18,4567295.31,0.05
233,6.16,18.0,30705.12,2306.83,8784.36,256.18,256.18,773.13,288.0,670.45,2.52,1.0,13.14,1.03,35.2,0.7,0.95,1.0,306.8,288.0,51.02,0.0,0.26,0.0,512.36,7417456.49,0.05
234,7.18,21.0,41436.23,2700.98,9123.75,353.91,353.91,854.24,288.0,703.5,3.05,1.0,15.67,1.04,48.29,0.96,0.95,1.0,280.08,288.0,44.89,0.0,0.3,0.0,707.82,11720070.43,0.05
235,7.2,21.0,45186.79,2819.89,9042.81,391.22,391.22,875.2,288.0,710.94,3.23,1.0,16.46,1.04,55.44,1.07,0.95,1.0,270.96,288.0,43.19,0.0,0.31,0.0,782.44,13343577.31,0.05
236,6.2,18.0,40782.69,2619.27,8593.83,353.8,353.8,839.41,288.0,690.26,3.0,1.0,15.24,1.04,53.28,1.01,0.95,0.99,279.8,288.0,45.29,0.0,0.3,0.0,707.6,11186256.02,0.06
237,4.17,12.0,24447.7,2037.83,7741.47,207.13,207.13,713.7,288.0,634.77,2.2,1.0,11.38,1.03,36.36,0.66,0.95,0.98,324.41,288.0,55.78,0.0,0.26,0.0,414.26,5217165.06,0.07
238,3.14,9.0,13991.23,1629.99,7290.01,108.52,108.52,647.43,288.0,602.29,1.68,1.0,8.9,1.02,22.5,0.41,0.95,0.98,385.38,288.0,67.67,0.0,0.22,0.0,217.04,2388193.18,0.07
